vhskala,glad,alder,aarsuddannelse,kvinde,barnhjemme,menneskeligforandring,religioes,godthelbred,klimafrygt
8,7,41,22,1,1,0,1,4,4
9,6,58,13,0,0,1,0,4,12
7,9,75,9,0,0,1,1,4,15
4,10,78,8,1,0,1,1,5,15
2,9,22,12,1,0,1,0,5,11
3,9,23,12,1,0,1,1,5,9
5,10,80,8,1,0,0,1,4,14
5,10,51,18,1,1,0,1,5,14
7,7,16,9,0,0,1,0,5,13
10,0,59,12,0,0,1,1,3,9
6,9,51,12,1,1,1,1,5,11
3,8,49,16,1,1,1,0,5,15
6,9,36,12,0,1,1,1,5,15
4,7,39,17,1,0,1,1,4,13
4,8,19,12,0,0,1,1,5,8
7,8,46,13,1,1,1,1,4,13
6,7,26,12,1,0,1,0,3,17
2,9,22,15,1,0,1,1,4,13
5,9,37,13,1,1,1,1,5,18
3,8,87,12,0,0,1,1,3,16
5,10,66,16,1,0,1,1,5,12
6,10,33,13,1,1,0,0,4,5
8,8,34,16,0,1,1,0,4,11
7,7,48,13,0,0,0,0,4,10
8,4,59,12,1,0,1,0,3,9
5,7,44,14,1,1,1,1,5,6
5,9,71,12,0,0,1,1,4,9
4,9,32,12,0,0,1,0,4,11
5,9,49,12,0,1,1,1,5,10
5,8,66,11,1,0,1,1,3,12
10,8,66,15,1,0,1,0,3,9
7,7,27,13,0,0,1,1,5,12
8,3,42,12,0,1,1,1,5,9
6,9,67,11,1,0,1,1,5,14
5,9,66,12,0,1,1,1,5,6
0,9,37,16,1,1,1,0,5,14
6,7,38,12,0,0,1,0,4,8
4,9,56,12,1,0,1,0,5,6
10,4,35,9,1,0,1,0,2,13
5,10,40,14,1,1,1,0,4,3
4,9,59,12,1,0,1,1,5,18
5,10,48,14,1,1,1,1,4,11
5,8,69,12,1,0,1,1,5,12
7,6,49,14,1,1,1,1,4,8
5,7,58,11,1,1,1,1,4,9
2,10,35,18,0,1,1,0,5,13
3,3,57,12,0,0,0,0,3,5
0,10,68,11,0,0,1,0,3,16
4,6,44,12,0,1,1,1,5,11
4,8,52,13,1,0,1,0,4,16
5,8,70,13,1,0,1,1,4,13
7,7,53,9,1,0,1,1,3,9
2,8,23,17,1,0,1,0,5,11
5,7,35,12,1,1,1,1,4,6
5,8,65,12,1,0,1,0,4,10
5,8,21,14,1,0,1,0,5,12
6,8,50,16,1,1,1,1,4,13
3,5,32,17,0,0,1,0,5,12
4,9,31,12,1,1,1,0,5,14
5,8,43,12,0,0,1,1,2,10
9,7,57,12,0,0,1,1,4,9
2,9,27,17,1,0,1,0,4,16
2,10,56,12,0,0,1,0,5,12
5,5,22,13,1,0,1,0,4,13
5,8,30,14,0,0,0,0,5,10
5,10,62,11,0,1,1,1,4,13
0,6,49,12,1,0,1,0,4,11
7,6,52,10,0,1,1,0,2,12
10,9,55,10,1,0,1,0,4,10
3,7,21,15,1,0,1,1,4,15
5,7,42,12,0,1,1,0,4,19
6,8,64,12,0,0,1,0,3,12
5,6,80,8,0,0,1,1,3,5
3,9,31,13,1,1,1,1,5,12
5,7,20,13,0,0,1,0,4,9
3,10,30,13,1,1,1,1,5,15
10,8,44,13,1,1,1,0,5,16
3,8,44,13,0,0,1,0,4,12
2,9,60,18,0,0,1,1,4,12
4,8,81,8,1,0,1,0,2,5
3,6,27,9,1,0,1,1,5,16
7,9,29,12,0,1,1,1,5,11
2,8,42,20,1,1,1,0,5,19
4,8,28,12,0,0,1,1,5,16
0,7,63,15,0,0,1,0,4,16
2,8,49,11,0,1,1,0,4,6
5,5,42,14,1,1,1,1,4,10
4,8,75,11,1,0,1,1,3,8
5,8,64,9,0,0,1,1,3,12
5,7,25,12,1,0,1,1,5,10
5,8,69,9,1,0,1,1,3,12
5,9,46,13,1,1,1,0,4,10
2,9,71,13,1,0,1,1,4,10
5,4,50,12,1,1,1,1,3,10
5,10,78,12,1,0,0,1,5,6
7,7,62,9,1,1,1,1,3,17
4,10,69,12,1,0,1,0,3,9
5,9,52,12,0,0,1,0,4,9
5,6,37,12,1,1,1,1,4,15
5,10,82,8,0,0,1,1,3,2
5,9,53,13,0,1,1,0,5,15
7,8,41,14,1,1,1,1,5,9
2,9,22,11,1,1,1,0,4,11
8,6,68,8,1,0,1,0,3,17
3,8,29,18,1,0,1,1,5,12
3,10,24,17,1,0,1,1,5,12
3,8,46,19,1,1,1,0,4,14
4,6,82,18,0,0,0,1,3,8
5,6,22,16,1,0,1,0,5,9
5,9,66,12,0,0,1,0,3,12
5,8,45,11,1,0,1,0,4,10
5,6,46,12,0,0,1,0,5,9
5,8,57,13,0,1,1,1,4,15
5,9,24,12,0,0,1,1,5,10
4,7,30,17,0,0,1,0,4,11
5,6,62,16,1,0,1,1,5,17
4,6,56,13,0,1,1,0,4,13
5,7,38,12,0,0,1,1,3,15
5,7,37,13,1,1,1,1,4,13
6,7,20,13,0,0,1,1,4,12
5,9,18,11,1,0,1,1,4,15
3,8,31,13,0,0,1,0,4,9
4,8,46,11,0,0,1,1,4,14
7,10,74,11,1,0,1,1,1,18
6,8,49,11,1,0,1,1,4,11
6,8,80,8,1,1,1,1,3,3
2,9,53,12,0,0,1,1,4,11
5,9,62,9,1,0,1,1,5,17
7,8,54,13,0,1,1,1,4,14
7,10,64,19,0,0,0,0,4,7
4,6,32,16,1,1,1,0,4,14
6,8,60,13,1,0,1,1,4,9
5,4,44,12,1,0,1,1,4,8
4,10,50,15,1,1,1,0,5,12
8,3,52,8,0,1,1,0,4,4
5,8,49,13,1,0,1,1,4,13
2,8,23,13,1,0,1,1,4,14
5,7,45,13,1,1,1,1,4,12
5,3,75,8,0,1,0,1,4,10
5,5,34,12,1,1,1,0,4,12
6,9,46,18,0,1,0,0,3,6
5,9,57,10,1,0,1,1,4,8
5,4,76,12,1,0,0,0,4,10
5,4,69,12,1,0,1,1,3,8
2,10,73,16,1,0,1,0,4,16
7,9,43,13,1,1,1,1,4,15
5,9,40,11,0,1,1,0,4,13
4,6,21,13,0,0,1,0,5,10
9,10,53,13,1,0,1,0,4,16
6,7,29,12,0,0,1,0,5,11
5,10,76,12,1,0,1,0,4,13
2,10,37,17,1,0,1,1,5,17
5,7,48,15,0,0,1,1,4,11
0,10,57,14,1,0,1,0,5,18
5,10,39,14,1,1,1,1,3,8
7,10,70,8,1,0,1,1,3,13
6,7,44,10,0,1,1,1,4,11
10,7,56,12,0,1,0,1,5,12
7,3,41,12,1,1,1,1,4,9
4,9,78,11,1,1,1,1,3,10
5,8,26,12,1,0,1,1,5,9
0,3,21,9,0,0,1,0,3,12
5,5,50,15,1,1,1,0,3,11
5,10,29,12,1,1,1,0,3,12
6,5,26,11,1,0,1,1,5,7
3,8,42,11,0,1,1,1,4,7
5,8,61,15,0,0,1,1,4,14
0,9,36,22,1,0,1,1,5,8
6,8,86,11,1,0,1,1,4,3
5,8,48,14,1,1,1,1,4,16
0,2,47,12,1,1,0,0,4,10
4,9,57,11,1,0,1,1,5,11
5,5,29,19,0,0,1,1,3,12
6,7,65,12,1,0,1,0,3,11
3,4,71,15,1,0,1,0,3,15
5,7,45,12,1,1,1,1,5,10
5,8,46,9,0,0,0,0,4,4
4,8,78,8,1,0,1,1,5,7
6,9,33,18,1,0,1,0,5,12
10,10,39,12,0,1,1,0,5,5
3,5,45,22,1,0,1,0,3,14
3,7,57,15,1,1,1,1,3,6
5,7,38,17,0,1,1,0,4,11
4,7,76,12,0,0,1,1,3,4
5,7,32,11,0,0,1,0,5,9
7,7,26,12,1,0,1,0,5,8
4,6,65,14,0,0,1,1,3,10
5,10,29,12,1,1,1,0,4,8
5,7,48,11,1,0,1,0,3,15
2,8,43,16,1,0,1,1,3,12
5,8,27,13,1,0,1,1,5,8
5,8,33,14,0,0,0,0,4,10
7,10,49,12,1,1,1,1,5,15
5,9,54,15,1,0,0,0,4,8
0,10,32,13,0,0,1,0,5,15
5,7,72,11,1,0,1,1,3,12
5,5,49,18,0,1,1,0,4,18
5,5,64,14,0,0,1,0,4,10
5,9,43,18,1,0,1,1,5,11
6,9,30,12,0,0,0,0,5,16
5,7,67,11,0,1,1,1,3,10
6,8,47,13,0,1,1,0,4,12
0,10,18,7,1,1,1,1,5,12
7,9,50,13,1,1,1,0,4,14
5,10,39,17,1,1,1,1,5,10
5,10,76,12,0,0,1,0,4,13
4,5,60,13,1,0,1,0,5,14
6,7,58,15,0,0,1,1,4,11
4,8,77,16,1,0,1,1,4,10
7,6,51,12,0,1,1,1,4,11
5,7,35,11,0,0,1,0,4,11
5,8,78,11,0,0,1,1,4,14
5,8,48,13,0,1,1,0,4,11
7,9,56,15,0,0,1,1,4,14
7,8,38,16,1,1,1,1,2,12
1,7,58,7,1,0,1,1,2,6
4,9,36,16,0,1,1,1,5,18
3,9,79,9,0,0,1,1,4,10
3,8,25,13,0,0,1,0,3,12
3,10,21,15,1,0,1,0,5,15
5,10,65,23,0,0,1,1,4,10
0,8,68,13,1,0,1,0,5,17
7,6,46,13,0,1,1,0,4,10
3,8,45,17,0,0,1,0,4,13
3,9,57,8,0,1,1,1,3,11
5,8,56,9,1,1,1,1,5,13
5,10,74,20,0,0,1,0,5,19
7,6,70,12,1,0,1,1,5,13
5,7,58,12,1,0,1,0,4,15
6,10,35,15,1,1,1,1,5,11
5,7,53,14,0,0,1,1,5,10
7,10,33,12,0,1,0,1,5,9
5,8,60,15,1,0,1,1,5,14
2,8,34,12,0,0,1,0,4,13
4,6,24,17,1,0,1,0,4,13
6,6,17,11,1,1,1,0,4,17
3,5,52,20,0,0,1,0,4,12
5,3,32,11,0,0,1,1,4,9
6,8,64,11,1,0,1,1,4,13
3,9,56,13,1,0,1,1,5,18
5,2,26,16,0,0,1,1,4,13
6,7,52,8,1,0,1,0,3,15
5,8,54,11,1,0,1,1,4,12
7,10,89,11,0,0,1,1,3,14
5,7,74,10,1,0,0,1,4,12
4,6,38,17,1,1,1,0,4,17
3,10,50,14,0,1,1,0,5,14
5,7,47,12,0,1,0,0,4,8
6,9,51,12,1,0,1,0,4,10
1,5,18,10,0,0,1,0,3,5
8,7,52,12,1,1,1,0,5,9
5,8,62,13,1,0,0,0,3,9
6,6,36,9,1,1,1,1,5,15
7,5,58,13,0,0,1,0,5,12
5,8,35,12,0,0,1,0,5,12
1,5,55,13,0,0,1,0,3,5
3,8,42,13,1,1,1,1,4,11
2,9,23,14,0,0,1,0,4,16
0,9,58,12,0,0,1,0,4,12
4,8,30,12,0,0,1,0,4,13
5,8,35,12,1,1,1,0,4,11
5,9,29,17,1,0,1,0,4,15
4,8,25,16,0,0,1,0,4,8
6,9,67,11,0,1,1,1,5,11
6,8,61,13,1,0,1,1,3,12
5,8,36,12,1,1,1,0,4,12
10,7,16,10,0,0,1,1,5,13
5,5,52,12,0,0,1,0,3,12
5,7,46,13,0,0,1,0,4,15
8,5,43,12,1,0,1,0,3,11
3,10,38,12,1,1,0,1,4,13
3,9,62,12,0,0,1,0,4,12
6,5,37,15,1,0,1,1,3,8
0,10,18,7,0,0,1,0,5,18
10,9,84,11,0,0,1,0,4,14
5,9,21,15,1,0,1,1,5,16
3,8,24,17,0,0,1,1,4,11
6,4,62,12,0,0,0,0,3,14
5,8,38,14,1,1,1,0,5,8
5,8,72,12,0,0,1,1,3,8
5,8,59,12,1,0,1,0,4,12
10,8,61,12,0,0,1,0,3,5
9,7,80,8,0,0,0,1,2,1
10,4,64,12,0,0,1,1,3,11
5,8,22,11,1,0,1,1,5,9
5,7,46,14,1,0,1,1,4,13
1,8,17,10,1,0,1,1,5,12
5,7,74,20,1,0,1,1,3,11
5,9,68,11,0,0,0,0,4,5
3,9,72,8,1,1,1,1,4,13
7,10,35,12,0,1,1,1,5,11
9,8,62,9,1,0,1,0,5,14
5,7,26,12,1,0,1,1,4,8
3,9,67,17,1,0,1,0,5,19
10,5,16,9,0,1,1,0,4,10
5,10,44,14,1,1,1,0,5,13
8,5,71,12,1,0,0,1,3,1
6,8,79,8,1,0,1,1,4,8
3,9,27,19,0,1,1,0,5,18
5,8,52,14,0,1,1,1,5,15
9,8,53,19,0,0,1,0,4,5
2,5,69,11,1,0,1,1,4,11
3,8,21,9,0,0,1,1,5,4
5,9,77,11,0,0,1,1,3,12
3,7,47,13,1,0,0,1,3,7
4,7,53,12,1,0,1,0,3,15
6,7,64,12,0,0,1,0,3,8
7,5,70,14,0,0,1,0,1,3
3,6,38,20,0,0,0,1,4,5
5,8,36,12,0,0,1,0,5,12
7,8,29,12,1,0,1,0,4,5
2,10,40,14,0,1,1,0,5,17
5,6,76,8,1,0,1,1,3,3
5,10,48,12,1,1,1,0,5,4
6,7,87,11,0,0,1,1,3,9
5,5,44,12,1,1,1,1,3,11
5,8,60,12,0,0,1,0,4,12
4,8,30,13,0,0,1,1,5,12
5,8,63,21,0,1,1,1,4,10
6,7,73,12,0,0,1,0,3,11
6,7,72,9,1,0,1,1,3,11
6,6,37,18,0,0,1,0,4,18
2,7,30,19,1,0,1,1,5,17
5,7,33,13,1,1,1,1,4,11
5,7,31,17,1,0,1,1,5,16
0,5,32,22,0,0,1,0,3,11
6,8,57,12,1,0,1,1,1,15
5,8,72,10,1,0,1,0,4,13
6,7,46,20,1,1,1,0,3,11
8,9,50,16,0,0,1,0,5,19
4,7,70,11,1,0,1,1,2,11
9,7,20,8,1,0,1,0,5,14
4,7,61,9,1,0,1,0,3,15
5,5,64,12,1,0,1,1,4,14
7,7,69,8,0,0,1,0,4,15
8,8,70,9,0,0,0,1,3,2
6,6,58,12,1,0,1,0,4,11
5,10,52,12,1,1,1,1,4,12
9,3,25,12,0,0,1,1,5,3
5,4,57,13,0,0,1,1,4,11
6,9,17,10,1,0,1,1,5,11
10,10,18,11,0,0,0,1,5,13
8,7,42,17,0,0,1,1,5,15
6,7,58,16,0,1,1,0,4,10
3,8,24,13,0,0,1,0,5,17
3,9,22,11,1,0,1,0,5,19
5,10,51,8,0,0,1,0,4,9
4,6,40,13,1,0,1,1,4,9
5,9,57,12,1,1,1,1,4,10
6,8,77,10,0,0,1,1,3,14
5,7,43,16,1,1,1,1,4,12
2,9,39,13,1,1,1,1,4,5
5,9,55,12,0,1,1,1,4,11
6,6,72,12,0,0,0,1,3,7
5,8,77,8,1,0,1,1,3,12
10,5,49,16,0,0,1,1,3,15
4,7,52,24,0,1,1,1,4,14
1,10,36,20,1,1,1,1,5,5
3,7,22,16,1,0,1,1,5,17
5,8,25,13,1,0,1,0,5,12
5,4,60,11,1,0,1,1,3,13
5,8,50,12,0,0,1,1,5,8
5,9,66,12,0,0,1,1,3,12
5,8,67,12,0,0,1,0,4,8
3,9,56,12,0,0,0,0,3,10
6,5,65,12,1,0,1,1,5,10
5,8,52,18,1,0,1,0,5,18
4,7,61,12,1,0,1,1,4,12
6,7,33,12,0,0,1,0,4,14
2,6,27,18,1,0,1,1,4,19
10,8,87,12,0,0,1,1,3,10
5,8,73,11,0,0,1,1,5,10
6,9,56,12,0,0,1,0,4,11
5,7,26,15,1,0,1,0,4,10
4,8,47,14,0,1,1,1,3,11
5,9,66,11,0,0,1,1,5,12
5,8,65,11,1,0,1,0,3,13
8,10,26,9,1,1,1,0,5,8
8,8,40,10,0,0,1,1,3,13
3,8,69,15,0,0,0,1,3,9
7,7,39,18,0,0,1,1,4,10
3,3,41,12,0,0,1,1,4,15
8,10,60,8,1,1,1,1,3,15
5,9,35,14,0,1,1,1,5,12
8,7,43,11,0,1,1,1,5,6
3,9,83,11,1,0,1,0,3,12
6,7,61,12,1,0,1,1,3,9
6,8,56,12,1,1,1,1,2,13
5,5,27,12,1,0,1,0,5,9
5,9,40,11,1,1,1,1,5,12
4,10,65,12,1,0,1,0,4,15
6,6,77,11,1,0,1,1,3,13
5,10,68,9,1,0,0,0,4,14
0,4,32,18,0,0,1,0,4,18
5,9,26,10,1,0,1,0,4,8
6,6,83,16,1,0,0,0,4,10
6,7,65,18,1,0,1,0,4,9
6,7,36,11,1,1,1,0,4,16
4,10,25,12,1,1,1,1,5,12
6,10,74,16,0,0,0,1,4,16
5,8,69,8,1,1,1,0,3,9
5,8,54,17,1,0,1,0,4,15
5,9,47,20,1,1,1,0,4,11
4,7,62,11,1,0,1,1,4,11
3,9,27,13,1,0,1,0,5,13
1,9,27,21,1,0,1,0,4,16
9,10,44,12,0,1,1,1,5,16
7,6,47,11,1,0,0,1,4,11
5,9,43,20,1,0,1,0,4,16
3,7,25,16,1,0,0,0,4,11
7,10,85,12,1,0,1,1,4,11
7,10,27,12,0,1,1,0,5,3
5,8,46,11,1,0,1,1,4,12
5,4,57,11,1,0,0,0,4,12
4,9,38,12,0,1,1,0,5,18
6,6,53,16,1,1,1,1,4,11
4,7,25,11,1,0,1,1,5,8
6,8,30,13,1,1,1,0,5,10
10,8,30,12,1,1,1,1,5,10
7,8,51,13,0,0,1,0,4,9
3,6,48,14,0,1,0,0,3,14
6,4,46,12,1,0,0,0,3,6
5,5,48,14,1,1,1,0,3,8
0,3,64,12,0,0,1,0,2,13
0,6,26,8,0,0,1,0,3,18
2,10,54,12,1,0,1,0,4,16
5,7,72,8,1,0,1,1,4,13
10,3,75,9,0,0,1,1,3,13
5,7,29,12,0,1,1,0,4,6
5,10,55,12,1,1,1,1,5,9
6,8,81,11,0,0,0,1,3,15
6,8,75,17,1,0,1,1,5,7
4,10,30,4,1,1,0,1,3,9
5,6,59,9,0,0,1,0,4,9
5,8,20,9,0,0,1,0,4,18
4,5,28,10,1,0,1,1,2,16
5,10,59,12,1,0,1,0,5,17
1,5,61,8,0,0,1,1,3,10
4,9,52,15,1,0,1,1,4,12
5,5,41,18,0,1,1,1,3,9
5,8,54,12,0,0,1,1,4,13
7,7,34,12,0,0,1,0,4,8
8,8,43,9,0,1,1,0,5,4
3,6,41,17,0,1,1,0,4,15
7,9,52,10,0,1,1,0,5,15
5,7,67,13,0,0,1,0,3,12
1,6,65,10,0,0,0,1,4,10
5,8,46,12,0,0,1,0,4,13
2,10,58,14,0,0,1,0,4,12
2,7,24,17,1,0,1,1,5,15
2,8,45,12,0,1,1,1,4,14
2,5,45,15,1,0,1,1,4,13
3,7,41,12,1,1,1,0,4,18
7,8,68,11,1,0,1,0,4,12
6,8,39,12,1,1,1,1,5,12
6,9,50,17,1,1,1,1,5,18
5,9,27,12,1,0,1,0,5,12
6,9,55,19,0,0,0,1,4,13
8,8,56,13,1,1,1,0,4,16
5,8,68,13,1,0,1,0,5,12
8,9,21,12,1,0,1,0,5,12
3,9,67,13,1,0,1,0,3,10
5,9,77,8,1,0,1,0,5,7
5,7,58,12,0,0,1,0,4,9
5,8,37,13,0,0,1,1,4,11
5,8,56,9,1,0,1,1,4,12
2,9,71,11,0,0,1,1,5,11
4,9,25,12,1,0,1,1,5,10
5,8,42,10,1,1,1,0,4,12
3,8,62,15,0,1,1,1,3,16
4,4,32,18,1,0,1,1,4,12
5,6,36,15,1,0,1,0,4,12
6,10,64,13,1,0,1,1,5,14
8,5,56,11,1,0,1,1,4,10
5,7,76,11,0,0,1,0,3,11
4,9,40,13,1,1,0,1,5,10
8,6,16,9,0,0,1,0,3,10
5,10,60,12,1,0,1,0,5,16
0,8,42,23,0,1,1,0,5,18
4,8,36,12,0,0,1,0,4,14
5,5,56,9,1,0,1,1,3,6
5,9,26,13,0,0,1,0,5,15
5,3,38,9,0,1,1,1,5,9
5,8,70,12,1,0,1,0,5,10
9,2,67,12,1,0,1,1,3,10
5,8,75,8,1,0,1,1,3,11
5,8,36,14,1,0,0,0,5,10
8,5,69,12,0,0,0,0,2,7
5,2,34,9,0,0,1,0,2,14
5,6,55,12,1,0,1,1,4,10
5,8,36,15,1,0,1,0,5,12
6,7,57,12,1,0,1,1,5,13
6,8,74,9,1,0,1,1,4,6
8,6,70,12,0,0,1,0,5,12
5,8,62,12,1,0,1,0,2,14
5,10,70,11,1,0,1,1,4,17
7,7,26,12,1,0,1,0,5,9
5,9,80,16,0,0,0,1,4,13
2,8,52,11,1,0,1,1,5,15
7,8,27,12,0,0,1,0,5,9
8,9,66,12,1,0,1,0,5,4
6,7,50,16,0,0,1,0,4,12
3,6,62,8,0,0,0,0,2,7
8,8,46,15,0,0,1,0,5,7
5,6,61,12,0,1,1,0,3,14
4,7,30,12,0,0,1,0,4,13
6,8,48,13,0,1,1,0,4,13
2,7,46,12,0,0,0,0,5,13
2,9,46,13,1,1,1,0,4,12
2,7,59,9,1,1,1,1,4,12
6,8,77,7,1,0,0,0,4,7
5,9,27,18,1,0,1,0,5,11
7,8,61,10,0,0,1,0,4,11
5,8,83,15,0,0,0,0,3,10
5,8,42,16,1,1,1,0,4,15
6,8,49,12,0,0,1,0,5,17
7,6,51,12,1,0,1,0,3,12
8,8,25,17,1,0,1,0,5,14
7,9,48,14,1,1,1,0,3,11
5,8,18,12,1,0,1,0,5,10
0,8,28,16,0,1,1,0,4,16
6,8,27,15,0,0,1,0,5,7
4,7,20,17,1,0,1,0,4,11
8,10,71,9,0,0,1,0,5,15
7,7,54,14,1,1,1,0,4,13
0,10,48,15,0,1,1,0,4,16
7,5,56,18,0,0,1,0,3,16
5,8,53,17,1,1,1,1,4,14
5,9,35,13,0,1,1,0,5,15
5,9,62,12,0,0,1,0,4,10
2,8,22,16,1,0,1,0,4,14
5,5,34,13,1,1,1,0,3,12
7,7,71,14,0,0,1,0,4,12
3,4,37,16,1,1,1,0,4,12
3,10,28,23,1,0,1,0,5,11
7,8,80,12,1,0,1,1,4,15
4,7,46,12,1,1,1,0,4,13
7,3,72,8,1,0,1,0,3,12
6,9,41,12,0,0,1,0,3,12
5,9,49,15,1,1,1,1,5,12
6,7,18,12,1,0,1,0,3,8
6,8,27,13,0,0,0,0,4,9
5,7,21,15,1,0,1,0,5,19
3,8,75,15,0,0,1,0,4,17
6,8,30,17,0,0,1,1,4,9
7,9,29,13,0,0,0,0,4,2
4,9,19,13,1,0,1,0,5,14
8,9,80,16,1,0,0,0,3,9
3,9,19,13,1,0,1,0,4,13
5,8,48,5,1,0,0,1,3,12
5,7,45,12,0,1,0,1,4,9
4,9,66,8,0,0,1,1,4,10
8,7,53,17,0,1,0,0,4,13
4,9,22,14,1,0,1,0,4,14
3,8,22,16,1,0,1,1,4,7
6,9,17,11,1,0,1,0,4,10
5,8,60,17,0,0,1,0,5,17
3,8,53,16,0,1,1,0,4,17
5,10,16,11,1,0,1,0,4,3
6,8,69,10,0,0,1,0,4,11
8,9,17,11,0,0,1,0,5,14
10,6,72,10,0,0,1,0,4,10
2,9,47,14,0,0,1,0,5,18
5,9,52,20,1,1,1,0,5,14
4,7,18,12,0,0,1,0,4,9
5,10,45,12,0,1,1,0,5,15
3,8,18,13,1,0,1,0,5,8
5,9,34,15,0,1,1,0,3,12
2,10,29,16,1,1,1,0,4,16
3,9,27,12,0,1,1,0,4,15
5,8,56,7,1,1,1,0,2,11
5,7,22,16,0,0,1,1,4,10
5,8,40,12,1,1,1,0,3,10
5,9,59,10,1,0,1,0,3,15
7,9,48,17,0,1,1,0,4,14
8,8,28,15,0,0,1,1,4,16
6,6,54,12,0,0,1,0,4,7
6,8,50,17,0,1,1,1,4,15
4,8,54,15,1,1,1,0,4,12
5,9,18,12,0,0,1,0,4,11
3,8,53,15,1,0,1,1,3,10
5,10,33,20,1,1,1,1,5,18
6,8,55,21,1,1,0,0,5,9
3,9,32,19,1,1,1,1,4,14
1,9,59,17,0,1,1,0,4,16
7,9,53,18,1,0,1,0,3,18
7,8,72,12,1,0,1,0,4,13
6,8,30,15,1,1,1,0,4,12
6,7,28,18,0,0,1,0,5,15
5,9,17,11,1,0,1,0,5,9
4,7,42,12,1,1,1,0,3,6
2,8,59,20,1,0,1,0,5,17
3,5,53,24,0,0,1,0,2,19
6,8,20,14,1,0,1,0,5,15
4,8,76,14,0,0,1,1,5,10
5,9,65,10,0,0,1,0,4,15
4,8,37,12,1,1,1,1,4,13
5,9,50,12,1,1,1,0,5,10
3,8,54,15,0,1,1,1,4,14
2,8,36,15,1,1,1,0,4,15
6,8,55,14,1,1,1,1,4,14
8,9,47,17,1,1,1,0,5,13
3,8,21,14,1,0,1,1,4,12
6,5,76,12,1,0,0,0,4,13
8,6,29,18,0,0,1,0,5,10
5,9,49,13,1,1,1,0,4,16
8,9,64,10,0,0,1,0,4,10
3,8,42,15,1,0,1,0,3,15
6,7,43,13,0,1,0,0,4,9
6,9,56,19,0,1,1,1,5,16
7,9,56,12,1,0,1,0,4,15
5,8,41,12,1,1,1,1,5,12
3,9,27,20,1,0,1,0,5,12
3,8,30,16,0,1,1,0,4,7
5,9,65,16,0,0,1,0,4,16
5,6,63,9,1,0,1,0,3,14
5,9,79,12,1,0,1,1,4,11
1,5,17,12,0,0,1,1,5,15
3,8,23,18,1,0,1,0,5,19
9,8,88,10,1,0,1,0,3,3
6,9,67,17,0,0,1,0,5,16
3,8,55,10,0,1,1,0,3,8
4,8,61,16,1,0,1,0,3,6
7,9,67,11,0,0,1,1,2,13
5,7,54,14,0,1,1,0,4,15
0,8,74,13,0,0,1,0,4,16
2,8,64,12,0,1,0,0,3,8
3,7,66,14,0,0,1,1,4,12
5,8,39,12,1,1,1,0,3,18
3,9,57,17,0,0,1,0,4,16
0,10,64,0,0,0,0,1,4,15
7,9,62,23,1,0,1,0,4,11
5,8,23,15,0,0,1,1,4,14
3,8,24,17,1,0,1,0,4,13
7,9,52,11,0,1,1,1,5,15
9,10,49,6,0,0,1,0,2,13
3,9,47,15,0,1,1,0,4,14
2,9,21,14,1,0,0,0,5,13
5,8,57,12,0,1,1,0,2,14
6,8,64,9,0,0,1,1,3,12
5,8,56,10,1,0,1,0,5,15
5,8,42,19,1,1,1,1,4,14
1,7,51,12,0,0,1,0,4,9
5,8,51,13,1,1,1,0,4,16
5,7,45,13,0,1,1,1,4,14
4,3,76,3,1,0,1,0,2,12
2,8,37,22,1,1,1,0,4,13
8,4,67,15,0,1,0,0,4,4
3,7,64,15,0,0,1,1,2,10
3,8,55,16,0,1,1,1,4,12
5,8,60,10,0,0,1,0,5,9
6,7,37,21,0,1,1,0,5,6
4,9,20,15,1,0,1,0,2,17
5,9,38,13,0,1,0,0,5,5
5,8,36,11,1,1,1,0,4,12
7,8,19,11,1,0,1,1,5,15
4,7,25,15,0,0,1,0,5,12
5,7,56,21,1,1,1,1,4,14
5,7,55,7,0,1,0,0,5,10
0,3,53,10,0,1,1,0,4,12
1,9,38,20,1,1,1,0,5,18
5,8,69,9,0,0,0,0,4,8
5,8,27,14,1,1,1,0,4,7
5,9,68,19,0,0,1,0,4,15
5,7,56,11,0,1,1,0,3,9
5,6,62,17,1,1,1,0,3,17
5,9,34,11,0,1,1,0,4,8
5,7,27,12,0,0,1,1,4,11
4,7,80,9,1,0,1,1,4,19
3,6,39,13,1,1,1,0,3,16
5,8,50,12,1,1,1,0,4,6
2,7,40,15,1,1,1,0,4,10
4,9,50,18,0,0,1,0,5,12
1,8,38,17,1,0,1,0,3,17
2,8,44,17,1,1,1,0,4,16
4,8,25,17,1,0,1,0,4,12
7,8,22,16,0,0,1,0,4,7
0,10,30,13,1,1,1,0,4,17
2,8,27,18,1,0,1,0,4,14
5,8,49,25,1,1,1,1,4,15
6,9,74,5,0,0,1,1,3,14
5,6,72,9,1,0,0,0,4,8
3,8,57,15,0,0,1,0,4,14
3,8,27,23,1,0,1,0,5,13
3,7,23,16,1,0,1,0,4,11
4,6,17,10,0,0,1,1,4,7
3,7,63,17,0,1,1,0,4,16
3,7,79,13,1,0,1,1,3,3
5,7,39,12,1,1,1,0,5,12
10,10,71,5,1,0,0,1,3,16
3,4,65,15,0,0,1,1,3,11
1,10,50,0,1,1,1,1,4,5
6,7,39,15,0,1,1,0,4,11
7,8,33,16,1,1,1,0,3,12
7,8,45,18,1,1,1,0,4,12
5,8,50,14,1,1,1,0,5,14
3,8,36,15,1,1,1,0,5,11
