raw,alder,helbred,druk,underudd,køn,boralene,udd,blob
.2850863,27,1,5,1,2,0,1,.97614741
.90805161,78,3,5,2,2,1,2,.19724138
.92269164,64,1,4,2,2,0,2,.37482563
.066974506,38,4,3,2,2,1,6,.25388184
.89746696,47,2,4,2,2,0,6,.1875684
.46151072,24,4,2,1,1,1,1,.4301123
.60370266,54,1,4,2,2,0,4,.58613259
.52291608,79,4,,2,2,1,,.13724244
.3375411,37,2,4,2,2,0,4,.41652364
.31397283,67,3,,2,2,0,2,.52783543
.56096894,37,3,4,2,2,0,4,.19490127
.061246946,84,4,5,2,2,1,4,.87608409
.9549799,31,2,2,1,2,0,1,.90247256
.85421658,59,2,4,2,2,0,4,.50782293
.52800667,84,3,,2,2,1,2,.15540363
.58196282,33,3,5,2,2,0,6,.70780927
.81582236,18,2,3,1,2,0,1,.1337653
.96188956,64,3,4,2,2,0,4,.83717316
.51290721,65,3,5,2,2,0,6,.46187937
.29442102,49,4,5,2,2,0,6,.72921538
.98637545,63,4,,2,2,1,1,.59221363
.97197521,57,3,5,2,2,0,5,.16264343
.93476599,71,4,4,2,2,0,2,.98995936
.32691708,67,3,5,2,2,0,,.72357363
.099197149,57,3,4,2,2,0,6,.12413752
.54429489,27,1,3,2,2,0,6,.82922739
.81236976,17,2,3,2,2,0,1,.35709733
.71378541,36,5,5,2,2,0,4,.96203959
.27831441,47,3,4,2,2,0,5,.72231489
.1240509,21,1,3,1,2,0,1,.24483532
.91389501,81,3,4,2,2,0,2,.2337503
.85192281,68,3,5,2,2,1,6,.29062048
.99186504,53,4,5,2,2,0,4,.45273474
.76522642,46,4,3,2,2,0,2,.94014907
.97597015,54,2,,2,2,0,2,.016825443
.62581855,54,4,5,2,2,1,2,.58571959
.053559151,63,3,4,2,2,0,2,.38300267
.63109583,81,3,4,2,2,1,2,.4299463
.30385715,19,2,2,1,2,0,1,.15804833
.043291941,56,4,,2,2,0,2,.3096312
.35100919,69,3,,2,2,0,4,.09741009
.96699733,45,4,,2,2,0,2,.1380038
.86766011,29,3,,1,2,0,1,.59473819
.20032451,79,4,,2,1,1,2,.95334995
.85451353,85,4,5,2,2,0,6,.24120703
.68068618,67,3,5,2,2,0,2,.83976674
.49488816,25,3,4,2,2,0,6,.21751998
.52998716,75,4,5,2,2,1,4,.96608746
.46351689,59,2,4,2,2,0,4,.19372676
.045878671,59,3,4,2,2,0,,.17786627
.36830339,45,4,1,2,2,1,2,.020665437
.80367625,57,3,5,,2,0,,.66306996
.79222512,48,3,4,1,2,0,1,.84218973
.94898582,20,2,,1,2,1,1,.37416479
.88505489,69,3,5,2,2,0,4,.0024049056
.45142576,52,5,3,2,2,1,2,.40836212
.88241905,21,3,,2,2,0,2,.087216057
.053523835,47,3,4,2,2,0,4,.85592091
.43599051,58,3,4,2,2,0,2,.93897599
.32889852,61,4,5,2,2,1,2,.91438359
.39194313,43,3,4,2,2,0,4,.55796313
.28291646,51,5,,2,1,0,2,.053152628
.91664267,50,4,4,2,2,0,4,.97688025
.51916063,42,4,4,2,2,0,4,.044135284
.1534806,21,3,5,1,2,0,1,.26085401
.82787317,56,5,2,2,2,1,2,.12075012
.80662322,82,4,4,2,2,0,6,.65837544
.045619242,70,4,2,2,2,0,4,.94230163
.017367827,60,3,3,2,2,1,4,.028687719
.45356619,54,3,4,2,2,0,5,.85164237
.9787401,56,4,5,2,2,0,4,.40231133
.84418833,68,5,,2,2,0,2,.13480559
.014484789,64,5,,2,1,1,2,.32194898
.72408634,32,4,,2,2,0,4,.75485855
.096159503,37,3,4,2,2,0,5,.21126062
.38977751,66,4,5,2,2,0,2,.57792079
.95440382,19,,3,2,2,0,1,.70337766
.059145529,38,4,,2,2,0,,.240172
.82749891,54,1,4,2,1,0,6,.91898972
.77588135,65,3,2,2,2,0,2,.51326132
.64989746,57,5,2,2,2,0,2,.58475232
.28476489,63,4,,2,1,0,2,.63197798
.92577004,63,4,5,2,2,0,2,.10266006
.58174717,62,2,3,2,2,0,5,.94738275
.98856938,70,3,5,2,2,0,4,.018089635
.41020986,68,2,4,2,2,0,2,.41931829
.24842378,70,2,4,2,2,0,4,.50842828
.3078391,67,2,,2,2,0,4,.15800633
.33186212,67,3,5,2,2,0,6,.17190014
.041464519,82,3,4,2,1,0,2,.023936283
.70964354,81,4,,2,2,1,2,.31391984
.43845278,76,3,5,2,2,1,2,.59198624
.36114073,79,,5,2,2,1,2,.3680622
.25815246,79,3,,2,2,0,6,.48612127
.78953469,76,3,4,2,2,0,6,.56348872
.92429352,73,1,,,2,1,,.012777076
.36333933,60,4,4,2,2,1,4,.36784965
.92510062,75,2,,2,2,0,2,.83970523
.7799418,77,3,,2,2,1,2,.14233609
.64300227,68,2,4,2,2,1,2,.83121312
.19837721,69,2,4,2,2,0,6,.6665163
.89311582,67,2,5,2,2,0,5,.49345034
.49017063,71,3,3,2,2,0,2,.13927403
.046133157,48,3,,2,2,0,7,.55431253
.21910064,62,3,,2,2,0,6,.55938995
.46096078,71,2,4,2,2,1,4,.22237845
.69060677,70,3,5,2,2,0,2,.29802936
.9615829,29,2,4,2,2,0,4,.74262398
.024005517,77,2,4,2,2,0,4,.38547927
.86494648,80,3,,2,1,1,4,.031078445
.28686276,70,3,4,2,2,0,6,.52811992
.71206075,56,4,5,2,2,0,,.11882956
.6435765,68,3,4,2,2,0,4,.56944633
.60535222,71,3,4,2,2,0,6,.29283583
.442321,80,3,,2,2,0,4,.32817879
.029516423,85,3,4,2,2,0,2,.053331185
.14052132,74,3,,2,2,0,4,.11303992
.74756593,24,2,2,1,2,1,1,.31956133
.33404323,41,2,4,2,2,0,4,.30642658
.30550382,62,2,2,2,2,1,4,.15971708
.16972063,60,2,4,2,2,0,2,.51108378
.09554363,61,2,5,2,2,0,4,.8242678
.7942009,65,2,5,2,2,0,4,.90295458
.38944983,65,2,5,2,2,0,5,.29142806
.27544653,61,2,3,2,2,0,5,.66230905
.034833033,66,2,4,2,2,0,4,.76273781
.39063206,67,2,4,2,2,0,6,.71968669
.32917342,69,2,4,2,2,0,6,.1020219
.7258485,70,2,4,2,2,1,2,.83822256
.91813087,60,2,5,2,2,0,4,.40792927
.87608057,17,1,5,1,2,0,1,.7961576
.28838009,41,1,,2,1,0,7,.00063847326
.3121486,50,1,4,2,2,0,4,.37700355
.21862659,51,1,4,2,2,0,6,.3385044
.93151122,48,1,,2,2,0,2,.57830966
.24056445,61,1,,2,2,0,4,.19561891
.5880397,57,1,,2,2,0,4,.38102549
.5860976,64,1,,2,2,0,4,.51292342
.68727183,64,1,5,2,2,0,4,.19018957
.57149422,57,1,4,2,2,0,6,.65891457
.80378556,57,1,4,2,1,0,5,.50891805
.10004827,74,1,,2,2,0,4,.25588799
.93176055,70,1,4,2,2,0,4,.46280295
.90026063,67,1,4,2,2,1,4,.18135081
.68203455,77,2,2,2,2,1,4,.77846855
.34313309,63,2,5,2,2,0,6,.23496063
.3393335,67,2,,2,2,0,5,.85221225
.19299035,77,2,5,2,2,1,6,.30745265
.094254918,67,3,4,2,2,0,4,.94032878
.48744145,73,1,,2,2,0,4,.81351501
.99305516,71,3,,2,2,1,2,.10631772
.9561221,78,2,2,2,2,0,4,.47955441
.50363958,70,3,4,2,1,0,4,.56147152
.2853227,72,3,,2,2,0,6,.91926855
.61178821,80,4,5,2,2,0,2,.54371959
.70003361,45,2,5,2,2,0,6,.60108393
.68658149,67,3,5,2,1,0,5,.79556453
.90998232,57,3,5,2,2,0,4,.42043501
.56204689,42,3,4,2,2,0,2,.13718228
.91567928,75,2,4,2,2,0,6,.56573707
.10177308,74,3,4,2,2,0,2,.82843465
.013108796,81,3,,2,2,0,2,.49437279
.88454258,67,3,4,2,2,0,4,.24194761
.45107552,76,3,,2,2,0,2,.48672065
.60839564,84,2,5,2,1,0,,.29682592
.076098002,83,2,4,2,1,0,7,.41141164
.53481102,71,4,5,2,2,0,4,.58297694
.63604885,70,3,4,2,2,1,2,.48333204
.22501732,75,3,,2,2,0,2,.72032708
.816567,33,3,,2,2,0,2,.40306756
.54472959,16,3,3,1,2,0,1,.23874183
.40885508,61,3,5,2,2,0,4,.20862135
.74630857,69,3,5,2,2,0,2,.50938141
.082794711,66,3,5,2,2,0,7,.79094231
.092588313,70,3,5,2,2,0,2,.34657532
.11142741,73,3,4,2,2,1,6,.20401374
.84504658,68,3,4,2,2,0,2,.59072095
.37960345,67,2,4,2,2,1,2,.32573906
.5113343,61,2,4,2,2,0,6,.21647899
.040280685,69,3,4,2,2,0,2,.61195689
.40578625,32,2,4,2,2,0,6,.5798263
.12703095,30,2,4,2,2,0,4,.37378103
.11949226,37,2,4,2,2,0,6,.78163779
.20067526,40,2,4,2,2,0,4,.66253167
.15949884,42,2,4,2,2,0,4,.35457787
.51582628,50,2,4,2,2,0,4,.25303835
.88116741,49,2,4,2,2,0,4,.19884448
.47206965,54,2,3,2,2,0,3,.37830397
.24844578,51,2,4,2,2,0,4,.34160325
.30522659,63,2,4,2,2,0,4,.763924
.99865884,64,2,4,2,2,0,6,.45094484
.93237865,60,2,5,2,2,0,4,.1611515
.2456084,57,2,2,,2,0,2,.42106694
.08605513,62,2,5,2,2,1,2,.08608868
.41255283,58,2,4,2,2,1,4,.79714131
.89567846,61,2,4,2,2,1,2,.34320566
.11168125,75,2,4,2,1,0,5,.64179707
.1217104,72,2,4,2,2,1,4,.89320672
.36152184,67,2,5,2,2,0,6,.91006833
.80283374,67,2,5,2,2,0,6,.059484035
.0040998762,66,2,5,2,2,0,6,.78001875
.88230908,67,2,4,2,2,0,6,.54627842
.80358958,75,2,5,2,2,0,7,.20408665
.15366355,81,2,4,2,2,1,6,.65607816
.83448303,84,2,,2,1,0,,.38376099
.81311637,36,1,3,2,2,0,4,.90854508
.17497307,50,1,4,1,1,0,1,.37999445
.39737836,60,1,4,2,2,0,6,.71861905
.86846936,67,1,5,2,2,0,4,.4069331
.020174433,62,3,2,2,2,0,2,.86378473
.34500995,50,4,5,2,2,0,5,.70215464
.42951238,59,2,,2,2,1,4,.84021211
.20654991,53,1,3,2,2,0,5,.32860842
.62245762,59,1,4,2,2,0,4,.15424207
.18281758,61,1,5,2,2,0,6,.88601041
.32354793,68,4,4,2,2,0,2,.62176567
.7651239,61,2,4,2,2,1,4,.76023096
.44672334,76,2,5,2,2,0,4,.70293343
.039122991,47,3,4,2,2,0,4,.050842378
.58056056,67,3,5,2,2,0,6,.92019355
.68552184,89,3,,2,2,1,4,.79423726
.69501704,48,3,4,2,2,0,4,.66734135
.99613905,57,2,4,2,2,0,4,.91803962
.91741133,57,2,4,2,2,0,6,.63516361
.7081033,62,2,5,2,2,0,6,.90844655
.30506393,68,3,5,2,2,1,2,.95566237
.33170539,51,2,4,2,2,0,4,.74138492
.83653033,28,2,4,2,1,0,6,.11630574
.66497844,60,2,4,2,2,0,4,.45282608
.10630974,64,4,4,2,2,1,2,.58552146
.9061799,44,2,3,2,2,0,6,.067744598
.97545505,50,2,4,,2,0,2,.9894492
.49455816,68,2,4,2,2,0,4,.8666417
.91563427,69,2,5,2,2,0,2,.054682598
.9588629,44,3,4,2,2,0,4,.0093699191
.19497998,82,3,4,2,2,0,6,.31031758
.94271672,56,3,4,2,1,0,4,.83091438
.82545143,33,3,4,1,2,0,1,.15428287
.69057322,36,3,,1,2,0,1,.16832083
.013923613,56,3,4,2,2,0,4,.0055130902
.40845865,70,3,4,2,1,0,2,.25414765
.90820354,65,2,4,2,2,1,6,.2979005
.50562871,42,2,5,1,2,0,1,.9546321
.54230511,60,2,4,2,2,0,4,.86616278
.72354019,67,1,,2,2,1,2,.060445275
.43068743,62,3,4,2,2,0,4,.38763875
.67282486,31,3,4,2,2,0,2,.54266095
.54287565,63,3,,2,2,0,6,.16419064
.18532701,82,3,5,2,1,0,4,.27660277
.6201067,52,3,4,2,1,0,6,.16260383
.57468092,52,3,,2,2,0,2,.13448587
.55754447,53,3,5,2,2,0,4,.069132701
.9650147,53,3,5,2,2,0,6,.97466153
.22901437,46,3,3,2,2,1,2,.17198779
.73250622,62,3,,2,2,0,2,.026898652
.093010612,59,3,,2,2,0,2,.68676579
.83673584,61,3,5,2,2,0,6,.40175584
.91600651,63,3,5,2,2,1,4,.32004583
.18521088,60,3,4,2,2,0,,.85473627
.17907676,69,3,4,2,2,1,4,.98425955
.84471881,66,3,5,2,2,0,4,.19430292
.56109071,68,3,5,2,2,0,6,.40156162
.80896503,72,3,,2,2,0,2,.67229235
.039494336,68,3,4,2,2,1,4,.47062123
.79767025,18,2,3,1,2,0,1,.85931593
.51600164,43,2,3,2,2,1,6,.23927747
.59854066,38,2,5,2,2,0,4,.35518864
.02214475,36,2,,2,2,0,6,.68365496
.28331661,35,2,4,2,2,0,4,.1455327
.9775309,45,2,4,2,2,0,6,.30746207
.53278941,51,2,4,2,2,0,6,.81902963
.36886466,51,2,4,2,2,0,4,.44556069
.83839476,47,2,4,2,2,0,,.17201151
.020765938,47,2,4,2,2,0,6,.21696778
.10000992,48,2,4,2,2,0,4,.92991221
.14712876,51,2,3,2,2,0,4,.14025712
.40424472,43,2,4,2,2,0,4,.077863455
.575647,57,2,2,2,2,0,5,.62613082
.43399987,63,2,5,2,2,0,6,.77228576
.2213378,65,2,,2,2,0,6,.92540056
.92579293,60,2,4,2,2,0,5,.26790774
.93779266,65,2,5,2,2,0,4,.88347483
.44896418,59,2,5,2,2,0,6,.067618653
.50112212,72,2,4,2,1,0,4,.22922933
.94884425,67,2,4,2,2,0,6,.92348105
.55397207,71,2,4,2,2,0,4,.78852296
.46014479,67,3,5,2,2,0,,.92665869
.57891828,19,1,3,1,2,0,1,.095945016
.81410909,19,1,5,1,2,0,1,.017823992
.27502683,19,1,2,1,2,0,1,.97995043
.10536081,18,1,3,1,2,0,1,.19982611
.44119021,52,1,,2,2,0,7,.42270088
.34336853,47,1,4,2,2,0,4,.57044214
.63063622,48,1,4,2,2,0,5,.049826503
.62033415,78,3,,2,2,1,2,.19194411
.92409855,50,3,3,2,2,0,6,.18362452
.41539547,30,3,4,2,2,0,6,.81418651
.4325965,84,3,,2,2,0,4,.56546885
.0871436,60,4,4,2,1,1,7,.81591088
.72334754,60,2,5,2,2,0,5,.10852811
.47159916,20,2,3,1,2,0,1,.97320098
.22213385,86,3,,2,2,1,4,.4906809
.28465381,84,4,5,2,2,0,4,.087879024
.94340432,57,3,5,2,2,0,6,.96862191
.4265871,47,5,4,2,2,0,4,.37101987
.12797581,69,3,4,2,2,0,2,.44942266
.583,58,2,4,2,2,0,2,.60521799
.55032456,48,3,4,2,2,0,6,.87006825
.95243931,66,4,,2,2,1,2,.64718264
.5174548,48,3,4,2,2,0,7,.79573828
.33527848,50,3,4,2,2,0,6,.9545415
.96589798,60,3,2,2,2,0,4,.064098932
.2091503,20,2,3,2,2,0,3,.3302657
.5195089,53,3,,2,2,0,5,.22333294
.98886639,74,2,4,2,2,1,5,.69058341
.11002651,80,3,5,2,2,0,4,.47268414
.25798666,51,4,4,2,2,0,2,.32013723
.99520546,74,3,5,2,2,1,4,.077017337
.49132031,65,3,4,2,2,0,2,.56226325
.48194259,52,4,3,2,2,0,4,.85643053
.76660037,47,2,4,2,2,0,4,.67985773
.31018883,50,2,5,2,2,0,,.41925389
.85201424,61,2,4,2,2,0,4,.4302097
.69525903,17,1,5,1,2,0,1,.78394908
.97656542,49,3,2,2,2,0,5,.60355693
.6015681,35,3,5,2,2,0,6,.94458419
.70121914,72,3,4,2,1,0,2,.27594835
.39505106,67,3,5,2,2,0,2,.79435682
.82483369,68,3,5,2,2,0,2,.019362599
.36819413,78,3,4,2,1,0,4,.28072551
.033874117,31,2,4,2,2,0,4,.38418472
.50450039,45,2,,2,1,0,4,.72151631
.33982077,51,2,4,2,2,0,2,.29515103
.11979955,39,1,4,2,2,0,6,.43263268
.026833078,71,3,4,2,2,1,6,.48661363
.94790709,44,3,4,2,2,0,5,.21975066
.71384299,71,3,4,2,2,1,2,.12019552
.53507549,70,2,4,2,2,0,4,.84302378
.19113882,48,3,3,1,2,0,1,.96948755
.071515672,56,3,4,2,1,0,6,.58896399
.69946909,56,3,3,2,2,1,4,.98423332
.97787088,65,3,4,2,1,1,2,.59618694
.73038286,69,3,5,2,2,0,2,.88531137
.27655205,68,3,3,2,2,0,6,.18055512
.93420583,18,2,4,1,2,0,1,.64310354
.84598583,20,2,3,1,2,0,1,.028653951
.11877189,18,2,4,1,2,1,1,.13290861
.17086045,30,2,,2,2,0,6,.081737481
.56953984,42,2,4,2,2,0,6,.22592176
.78682095,42,2,5,2,2,0,6,.33482119
.61231899,46,2,4,2,2,0,4,.73634773
.0060125291,47,2,4,2,2,0,7,.21952505
.75615162,52,2,4,2,2,0,5,.28545654
.65502739,62,2,5,2,2,0,4,.31604689
.29953265,62,2,3,2,2,0,7,.34805411
.66816616,63,2,5,2,2,0,6,.43310112
.41560626,59,2,5,2,2,0,4,.65812737
.16843419,66,2,4,2,2,1,5,.3487182
.3954168,61,2,3,2,1,0,5,.52113688
.68255162,75,2,4,2,2,0,4,.074621871
.0092388,35,1,4,2,2,0,6,.93779188
.39843142,40,1,3,2,2,0,6,.1383559
.76775473,35,1,4,2,2,0,4,.2502698
.026235778,63,4,5,2,2,0,4,.97839928
.051590621,79,3,4,2,2,0,2,.28695327
.44939899,76,3,5,2,2,1,6,.88819402
.13001886,31,2,5,2,2,0,6,.71821874
.30710706,66,4,5,2,2,1,6,.5236308
.10853634,77,3,3,2,2,0,2,.90698284
.46078506,62,3,4,2,2,0,5,.12743419
.11260698,43,2,4,2,2,0,6,.76975411
.57069999,48,3,3,1,2,0,1,.21041395
.33440322,72,3,,2,2,0,2,.62330818
.0066620787,18,1,4,1,2,0,1,.78847998
.97196394,64,3,,2,2,0,2,.52904785
.607544,69,4,5,2,2,1,4,.57837564
.68155098,47,5,4,2,2,1,2,.94930667
.51708782,67,3,,2,2,1,2,.99338615
.25275859,70,3,,2,2,0,6,.41075537
.17685209,57,3,,2,2,0,6,.47493061
.69395167,41,3,4,2,2,0,7,.73518002
.17684859,58,3,4,2,2,0,6,.36768985
.020856561,45,4,4,2,2,0,4,.66469717
.050009847,51,2,4,2,2,0,4,.81089687
.43362504,61,1,5,2,2,0,4,.84075624
.39351189,33,1,4,2,2,0,6,.014560705
.75976461,49,3,5,2,2,0,4,.57829207
.91301435,44,3,2,2,2,0,4,.00043695871
.41280526,32,3,4,1,2,0,1,.30283773
.90601492,61,3,4,2,2,0,2,.87622947
.60074484,70,3,5,2,2,1,2,.45388815
.076298319,43,3,3,1,2,0,1,.96300781
.29499519,61,3,5,2,2,0,7,.38564906
.83480018,55,1,,2,2,1,2,.096370824
.96032941,53,1,4,2,2,0,2,.069395095
.7487784,70,3,4,2,2,1,6,.75293648
.54856616,59,2,3,2,2,0,6,.79630852
.42297304,38,2,4,2,2,0,5,.59933347
.74188668,53,3,,2,1,0,4,.14040314
.5797835,54,3,4,2,2,0,2,.027730213
.62515372,58,3,3,2,2,0,6,.86275303
.53815895,26,3,4,2,2,0,4,.62124532
.40273198,79,3,,2,2,0,2,.48212454
.39039409,60,2,4,2,2,1,6,.85993958
.82379031,71,2,4,2,2,0,6,.3028906
.95400912,36,2,,2,2,0,7,.60049343
.26111215,38,2,4,2,2,0,3,.0059237867
.022928979,33,2,4,2,2,0,6,.042458452
.29336438,41,2,3,2,2,0,6,.47421342
.18160528,36,2,4,1,2,0,1,.63947284
.96569031,19,2,4,2,2,0,3,.50555438
.18518916,46,2,5,2,1,1,6,.93265659
.63241541,75,3,5,2,2,0,4,.22127353
.27034822,39,3,4,2,2,0,4,.33680415
.025859153,51,3,4,2,2,0,4,.1703424
.17069352,46,2,,2,2,0,2,.32421702
.82278115,20,2,4,2,2,0,6,.0824598
.77630514,22,2,4,1,2,1,1,.95136386
.078976221,24,2,4,2,2,0,7,.51399589
.34788984,46,2,4,2,2,0,6,.016969847
.61849529,54,2,5,2,2,1,4,.47460443
.1330504,58,4,5,2,2,0,2,.30764771
.89105517,57,3,4,2,2,1,6,.081159815
.39436072,17,2,2,1,2,0,1,.69554794
.31942397,68,3,4,2,2,0,2,.15800607
.69647312,53,2,4,2,2,1,4,.26026967
.99092871,16,2,3,1,2,0,1,.70181227
.76170969,46,3,,2,2,0,2,.4236142
.41423786,62,3,5,2,2,1,6,.62517709
.30328572,67,4,,2,2,0,2,.6823715
.60166377,33,2,,2,2,0,4,.8007217
.42839286,85,3,4,2,2,0,4,.017468126
.68767649,42,3,4,2,2,0,6,.52361888
.19134197,70,2,4,2,2,1,2,.18294644
.68163741,53,3,4,2,2,0,5,.032914732
.19328071,38,2,4,2,2,0,4,.25958458
.17770001,85,3,5,2,1,0,4,.48250562
.24835372,69,3,5,2,2,1,2,.60971379
.26897797,40,3,4,2,2,0,6,.40785432
.17765041,69,3,4,2,2,0,4,.39055464
.87224656,59,3,4,2,2,0,4,.026493898
.57048464,61,3,,2,2,0,4,.50739902
.93447572,53,3,5,2,2,0,7,.31957871
.94279951,72,2,5,2,2,1,,.1166662
.33670095,52,2,4,2,1,0,6,.52200288
.48119628,49,2,4,2,2,0,5,.030702697
.80231112,57,2,4,2,2,0,4,.58911353
.59159577,64,2,4,2,2,0,4,.59895569
.20027198,69,2,4,2,2,0,4,.18722011
.010906678,69,2,,2,2,0,2,.71138018
.83172005,63,3,,2,2,0,4,.8961882
.57833034,67,3,5,2,2,0,2,.1209101
.54661489,24,2,4,2,2,1,6,.22174774
.94667238,31,2,4,2,2,0,5,.056661848
.60715663,33,2,4,2,2,0,4,.64333493
.69814193,38,2,4,2,2,0,4,.96488678
.079841822,75,4,4,2,2,1,2,.13354123
.034256943,37,3,4,2,2,0,4,.036860939
.56367993,76,3,5,2,2,0,2,.6343053
.037979715,59,4,5,2,2,0,4,.57354301
.08112216,63,3,2,2,2,0,2,.1485513
.7908023,44,1,4,1,2,0,1,.4368059
.16036636,56,3,2,1,1,0,1,.40325108
.49039385,69,3,4,2,2,0,2,.55058157
.044984829,44,2,2,2,2,1,,.8812145
.32827485,55,3,4,2,2,0,7,.081895843
.16581239,50,3,4,2,2,0,6,.7999543
.087720446,75,3,4,,2,1,2,.73476523
.016765038,87,3,5,2,2,1,2,.81328696
.75868618,48,3,4,2,2,0,7,.26037425
.49382687,50,3,,2,2,0,4,.21395282
.56608373,26,3,3,1,2,1,1,.046623036
.029557088,28,2,,2,2,0,4,.38321844
.10211547,76,5,4,2,2,1,2,.079436384
.26471344,75,4,5,,2,0,6,.32696065
.5532015,20,1,,1,2,0,1,.96598816
.36634231,86,3,5,2,2,0,6,.60393226
.86362267,62,3,5,2,2,0,4,.74793631
.61930209,71,2,4,2,2,0,2,.79148489
.040556684,69,3,5,2,2,1,6,.2370216
.92716789,49,2,4,2,2,0,6,.45242289
.90350598,32,2,4,2,2,0,6,.93585289
.27145654,42,2,4,2,1,0,4,.19773525
.91654706,83,4,5,,2,0,2,.85502982
.89001822,23,2,4,2,2,0,7,.98160255
.26181507,35,2,2,2,2,0,4,.25286618
.78257334,56,2,4,2,2,0,4,.72586042
.04177434,61,3,4,2,2,0,4,.5090909
.13029127,66,3,,2,2,0,2,.87976962
.31293672,26,2,3,2,2,0,4,.32443342
.22427702,63,2,5,2,2,0,2,.015304466
.62738615,59,4,4,2,2,0,2,.73781544
.099363655,66,4,4,2,2,0,6,.64166296
.20772941,27,2,3,1,2,1,1,.62917972
.70141333,43,3,4,2,2,0,4,.87512726
.26340842,53,3,4,2,2,0,4,.55922359
.95363545,58,2,4,2,2,1,6,.028283855
.30688184,48,2,5,2,2,1,6,.092071526
.17467138,44,2,4,2,2,0,7,.13615304
.14234778,57,1,,2,2,1,6,.63974464
.6778897,41,1,4,2,2,0,4,.71814489
.64988929,25,2,4,2,2,1,4,.27889135
.55964655,16,2,3,1,2,0,1,.20116647
.11163303,66,3,4,2,2,0,4,.59324962
.48710093,67,4,,2,2,1,2,.4736059
.44905236,80,2,5,2,2,1,,.81433505
.16887864,41,3,,2,2,0,6,.42380598
.094921768,55,3,5,2,2,0,4,.62336046
.13675739,52,3,3,2,2,0,4,.64799201
.96477824,74,2,2,2,2,1,6,.35569528
.85949576,41,3,4,2,2,0,2,.45214835
.34821951,66,3,5,2,2,0,4,.51562041
.2209134,25,2,3,1,2,0,1,.54323375
.12004121,46,3,5,2,2,0,4,.94393343
.35511151,62,3,4,2,2,0,2,.30899197
.23031753,78,3,,2,2,1,2,.025868863
.39139017,53,2,5,2,2,1,4,.66282809
.47172281,55,4,5,2,2,0,4,.66331106
.41977245,59,4,4,2,2,0,5,.83874148
.54817832,35,4,,2,2,0,,.91487914
.84925556,66,2,4,2,2,0,2,.57874519
.21845169,66,3,4,2,2,0,4,.80690265
.11650024,66,3,4,2,2,1,4,.32368076
.13800932,73,3,5,2,2,1,4,.69152045
.39478138,70,4,4,2,2,0,2,.23179507
.76133317,17,2,4,1,2,0,1,.094753928
.34473565,48,2,3,2,2,0,5,.49622566
.85299611,30,1,4,2,2,0,6,.058634102
.24518077,36,2,,2,2,0,4,.88536102
.87925822,42,3,3,2,2,0,4,.60232729
.30951259,49,2,4,2,2,0,4,.33462733
.15918171,59,3,2,2,2,0,2,.94661909
.46103713,52,2,4,2,2,1,4,.037761223
.46193591,59,2,4,2,2,0,5,.90601408
.6282087,44,2,5,2,2,1,2,.05275321
.089970745,43,2,4,1,2,0,1,.90248716
.54689294,19,2,2,2,2,0,3,.60611939
.014754703,75,2,5,2,2,1,4,.55980951
.0086447941,58,3,5,,2,0,2,.89879066
.76926214,40,4,4,2,2,0,6,.98963499
.27010545,38,3,4,1,2,0,1,.40618408
.61908036,59,3,4,2,2,1,6,.69591761
.63740402,43,3,4,2,2,0,5,.92451596
.91049135,38,3,,2,2,0,2,.0056749098
.99798077,16,4,4,1,2,0,1,.43607217
.87669355,43,3,,2,2,0,4,.80624622
.86080927,46,2,3,2,2,0,4,.081704803
.57650733,24,3,4,1,2,0,1,.37926203
.021484904,83,4,4,2,2,1,2,.8829037
.43001145,70,3,4,2,2,1,2,.30723524
.42238611,70,3,,2,2,0,4,.93004322
.74139416,39,2,3,2,2,0,6,.62966597
.086046115,46,2,5,2,2,1,6,.20815745
.11049718,55,2,4,2,2,0,6,.75057286
.80663955,63,4,4,2,2,0,2,.7558853
.016180791,21,2,2,1,2,0,1,.1249349
.74887508,41,2,4,2,2,0,6,.68370765
.90474981,37,2,4,2,2,0,4,.3133395
.32324618,17,3,2,2,1,0,6,.4971368
.82209706,56,3,2,2,2,0,2,.025677145
.65629083,69,3,,2,2,0,,.61813056
.34091797,68,3,4,2,2,0,2,.38153479
.7339325,47,3,,2,1,0,2,.80933028
.90691978,18,3,4,1,2,0,1,.89263064
.74118054,52,4,,2,2,0,6,.091998421
.73903012,49,3,4,2,2,0,6,.050310411
.26984572,56,3,4,2,2,0,2,.79685706
.99994177,69,4,5,2,2,0,2,.31170729
.49478525,70,3,,2,2,1,2,.57392508
.26914394,65,4,,2,2,0,,.049095146
.2983174,49,1,4,2,2,0,6,.78878766
.90968782,67,2,4,2,2,1,4,.26913375
.10293213,33,2,4,2,2,0,7,.42125338
.64017296,62,3,4,2,2,0,2,.61636311
.47124544,74,3,5,2,2,0,4,.28724959
.78442889,54,3,3,2,2,0,6,.76357216
.95442218,59,3,4,2,2,1,2,.92085284
.26362365,40,3,4,2,2,0,4,.47813678
.67539907,49,3,4,2,2,0,2,.48472199
.20655736,42,2,3,2,2,0,4,.43301916
.89127141,45,2,4,2,2,0,6,.97912151
.60417539,55,4,1,2,2,1,4,.60777277
.35162812,92,3,5,,2,1,2,.04038256
.19269842,71,3,5,2,2,1,2,.61735332
.7701968,78,5,,2,2,1,2,.74718195
.12551324,52,5,2,2,2,0,2,.70787597
.30751997,57,2,5,2,2,0,6,.60592765
