raw,alder,helbred,druk,underudd,køn,boralene,udd,blob
.38835418,53,4,4,,1,0,,.6737231
.3072758,46,3,,2,2,0,5,.81835204
.87339008,56,2,1,2,1,1,3,.93429732
.98200029,35,1,3,2,1,0,6,.017671471
.76213139,46,3,4,2,2,0,5,.06828966
.74494225,86,5,,2,1,0,,.79321373
.31344756,90,4,,2,2,1,,.31260511
.74240381,58,3,4,2,1,1,4,.23063934
.32169744,72,2,4,2,2,0,4,.40450227
.48313835,54,2,4,2,2,1,4,.63482416
.95088404,71,4,4,,2,0,,.29910421
.5302431,77,3,4,2,2,0,2,.071420006
.026787916,78,3,5,2,2,0,,.96666378
.47552767,76,3,,,2,1,4,.70625234
.096543036,88,2,,2,2,1,2,.81499112
.26997179,62,3,3,2,2,0,4,.93012577
.9286809,84,4,,2,2,1,,.14299771
.82764679,55,3,,,1,0,,.24176724
.088341586,69,3,4,2,1,0,4,.79619318
.20203817,59,4,,2,2,1,2,.18920615
.21422483,91,4,5,2,2,1,,.73652297
.6291219,61,4,,,2,0,,.71509361
.45176479,25,4,,,1,0,,.25515252
.82852364,80,4,5,2,2,0,2,.41983151
.18163061,34,2,2,2,1,0,4,.49224681
.5259434,50,2,,,2,0,,.33028895
.04015534,64,2,,,2,0,,.65300673
.81738466,24,3,,2,2,0,2,.20226993
.018189823,64,3,,2,1,0,2,.2237781
.87089241,17,2,3,1,2,0,1,.69319671
.71014887,71,2,3,2,1,1,2,.26536953
.20581768,74,4,,2,2,0,2,.78804737
.13346358,18,3,3,1,2,0,1,.19071449
.27601084,87,4,,2,2,0,2,.4786602
.65223169,76,4,5,2,2,1,4,.58242702
.35026807,61,4,3,2,1,0,,.4591516
.99219447,64,3,3,2,1,0,2,.70527864
.020888692,62,5,,2,1,0,4,.055514582
.368774,69,4,5,2,2,0,,.093165942
.45485398,64,4,5,2,2,0,4,.21738347
.13762499,74,3,,2,1,0,2,.87928224
.5867818,71,5,5,2,1,0,2,.61659253
.59848934,21,4,3,2,1,0,,.55360943
.02060423,61,4,,2,2,1,,.40628481
.62552142,74,5,4,2,1,0,2,.25085104
.24355401,58,3,4,2,2,0,4,.21704687
.58917648,74,3,,2,1,0,6,.67251235
.36138901,53,4,5,2,2,0,2,.019247821
.32132691,88,3,5,2,2,0,6,.98646212
.96845788,57,4,4,2,2,0,6,.2911686
.80636376,66,4,3,2,2,1,,.57622719
.69207442,33,3,3,2,2,0,5,.28945965
.90564817,61,2,,,1,0,2,.039922792
.88476634,84,5,5,2,2,1,2,.7179659
.79553884,75,3,,2,2,1,2,.80865967
.373362,58,3,5,,2,0,,.7462579
.41377056,78,3,4,2,1,1,2,.97851264
.97941208,68,5,,2,2,0,4,.76680255
.4671331,24,3,4,2,2,1,4,.70889354
.3582671,87,4,4,2,2,1,5,.89562434
.70491987,74,4,,2,2,1,2,.053163804
.54907256,39,3,4,2,2,0,6,.2674751
.46668527,67,4,4,2,1,0,2,.079427242
.55963516,20,3,5,,2,0,,.88793099
.13266039,81,3,5,2,1,1,2,.86278939
.096404016,62,3,5,2,2,1,2,.54394001
.60344112,22,4,,,1,0,,.19947204
.042560913,67,3,4,2,2,0,2,.38172129
.10262416,58,4,3,2,1,1,4,.12288398
.98171979,87,3,3,2,2,1,,.55514729
.54222232,79,4,,2,1,0,2,.030168749
.54696667,50,4,3,2,2,0,2,.53319764
.90744066,42,2,4,2,2,0,,.27995747
.1058121,77,3,4,2,1,0,2,.68161154
.51389873,69,3,3,2,1,0,6,.44503185
.35694766,46,3,4,2,2,0,4,.99531353
.018503504,68,4,5,2,2,0,7,.51052451
.86773717,100,4,5,2,2,1,2,.17968
.14396448,31,3,,,2,0,,.34652862
.3736859,16,2,,1,1,0,1,.94260538
.96153164,48,2,5,2,2,1,4,.22652626
.0034408362,84,4,4,2,2,1,2,.25393951
.94521195,86,4,,2,1,0,,.021887245
.90757847,44,3,4,2,2,0,2,.3614561
.23994325,54,5,,2,2,1,2,.1913531
.51792276,43,3,4,2,2,0,2,.95515472
.82193595,84,3,,2,2,1,2,.4290424
.65964389,28,1,3,2,2,0,4,.083993606
.62269104,80,4,5,2,2,0,2,.45751944
.18438303,33,2,4,2,1,0,4,.57009262
.83921564,45,4,,2,2,0,4,.90339148
.48446608,80,4,5,,2,0,,.9662472
.64473975,47,3,,,2,0,,.45650184
.034635708,63,3,,2,2,0,2,.57440782
.74824876,72,5,,2,2,1,4,.42626625
.089595914,68,3,2,2,2,0,6,.027818713
.3612543,81,4,1,,2,0,,.53755635
.61260235,80,3,4,2,2,0,2,.61277062
.49693188,61,3,4,2,2,0,4,.86917341
.015301493,85,3,,2,2,0,,.75506896
.54271978,51,3,1,2,1,0,4,.026958572
.045412268,52,4,4,2,2,0,2,.27428246
.47694263,51,5,4,2,2,1,2,.6119917
.68091732,33,2,,2,2,1,,.4212068
.7246787,41,4,3,2,2,1,6,.57753998
.73877615,53,4,5,2,2,1,2,.21173848
.68847114,35,2,3,2,1,0,4,.29409477
.38245317,77,3,5,2,2,1,5,.13007139
.79576725,62,3,,2,2,1,,.49755505
.45859036,77,4,4,,1,0,,.21874727
.87658638,77,4,4,2,1,0,2,.77101946
.53131759,20,2,3,2,2,1,2,.15031609
.45860073,76,4,5,2,1,0,2,.9151842
.77520829,86,3,,2,2,1,2,.065767765
.51895624,57,5,4,,2,0,,.24524847
.75385016,54,5,,2,2,0,,.090378135
.18521771,59,5,5,2,1,0,6,.79962939
.65803212,81,5,5,2,1,1,4,.30307642
.15807964,52,2,,,2,0,,.47669226
.92318392,40,3,,,1,0,,.8689065
.39847523,36,4,4,2,2,0,4,.73791111
.0052276296,79,2,4,2,1,0,,.55314696
.81156182,46,3,,2,2,0,4,.55404794
.1763781,47,2,5,2,2,0,4,.58997822
.032954417,82,5,5,2,2,0,2,.69263369
.20325008,57,4,,2,1,1,4,.86774349
.21014699,72,5,1,2,1,0,2,.71301162
.40550119,80,4,,,2,0,,.58667177
.32706946,27,4,4,2,2,1,5,.92703599
.28943086,30,3,4,2,2,0,2,.33005333
.10893975,68,4,4,2,2,1,2,.62851107
.084712386,82,4,5,2,2,1,4,.165299
.16488822,22,2,4,1,2,0,1,.60377383
.67855889,49,4,,1,2,0,1,.24187338
.0073345974,70,4,4,,2,0,,.97549886
.56347805,66,5,,2,2,1,2,.91890788
.29345974,80,4,5,,2,0,2,.070718348
.34464312,23,4,4,2,2,0,3,.034855131
.78278351,21,3,3,2,2,1,4,.48981181
.28319231,85,4,4,,2,0,,.19457135
.9277705,73,4,5,2,2,0,2,.30735633
.089467846,47,4,5,2,2,0,4,.18391109
.55639941,65,5,4,2,1,0,2,.42319304
.074637726,82,4,,2,2,1,4,.62751585
.31216329,81,5,,2,1,1,4,.071666159
.19268268,58,5,1,2,2,0,2,.97349149
.93338108,87,3,,2,2,1,2,.075673036
.84383368,78,3,4,2,2,0,6,.928249
.64847672,39,3,,2,2,1,6,.70313418
.45013729,63,4,1,2,2,1,4,.43623304
.11123316,52,5,,2,2,0,2,.058259688
.68794757,24,2,,,1,0,,.98115999
.31119156,23,,,,1,0,,.23088968
.50122023,17,,,,1,0,,.48305815
.77052379,19,1,,,1,0,,.44093835
.35930717,21,,,,1,0,,.18313487
.49729183,20,,,,1,0,,.86343849
.67756581,16,3,,,1,0,,.93778414
.53953046,21,,,,1,0,,.1325617
.72879976,19,1,,,1,0,,.88603127
.93279737,16,1,,,1,0,,.076965056
.85305643,18,,,,2,0,,.45028296
.15543929,21,2,2,1,2,0,1,.84402514
.23859552,16,2,,,2,0,,.041164767
.69448322,22,,,,2,0,,.74537086
.2454206,21,3,,,2,0,,.94895679
.48336333,20,,,,2,0,,.84353334
.94459766,18,3,5,1,2,0,1,.042069398
.90374154,35,,,,1,0,,.3620252
.24302611,35,,,,1,0,,.66786832
.75579786,28,,,,1,0,,.42316142
.5309251,28,,,,1,0,,.85854197
.7679258,30,2,,,1,0,,.70690727
.46181375,30,,,,2,0,,.09918087
.59377366,32,,4,2,1,0,4,.074931867
.34059536,31,3,,,2,0,,.63105863
.54628468,30,2,4,1,2,0,1,.39244974
.93359774,25,2,,,2,0,,.59431583
.75941038,42,,,,1,0,,.20874937
.47327951,42,,4,2,1,0,2,.91307622
.43091911,42,1,,,1,0,,.19258946
.51812798,41,,,,1,0,,.15068817
.32132158,38,,,,1,0,,.37212607
.87204009,42,4,,,1,0,,.11453352
.50913924,38,4,,,1,0,,.44204485
.0082014473,40,4,,,2,0,,.56692863
.51688135,41,3,,2,2,0,2,.32907075
.62037736,34,3,,,2,0,,.6344164
.80847448,43,,,,2,0,,.49634078
.63397694,39,2,,,2,0,,.41562337
.10678492,38,3,3,2,2,0,6,.55557042
.99794471,40,,,,2,0,,.94013196
.78385502,43,5,,,2,0,,.23005633
.53522098,38,2,,,2,0,,.30043122
.6517821,44,1,5,2,2,0,2,.88449782
.22755297,47,4,,,1,0,,.090210266
.65558058,50,4,,,1,0,,.37063265
.63309336,47,,,,1,0,,.89243615
.47765493,45,3,,,1,0,,.24648316
.79709756,48,1,3,2,1,0,4,.7315926
.74562871,48,2,,,1,0,,.015223261
.74489349,45,1,2,2,1,0,2,.25747687
.39024746,56,1,,2,1,0,2,.47116214
.34738955,51,5,4,2,1,0,2,.89315343
.77146626,52,3,,2,1,1,,.49547157
.984281,49,,,,1,0,,.54913718
.85514379,48,3,4,2,1,1,2,.33982199
.90380532,49,,5,2,2,0,4,.79336363
.56483054,49,3,,,2,0,,.54339802
.94617593,50,4,1,2,2,0,2,.22377419
.31425804,52,3,3,,2,0,,.7934075
.80310166,51,2,3,2,2,0,4,.28400669
.096537128,49,2,4,2,2,0,6,.36991686
.91029936,50,3,,,2,0,,.13998404
.33969566,46,,,,2,0,,.39470467
.26456371,52,,,,2,0,,.86055887
.80696392,47,3,,2,2,1,2,.57991219
.25688973,52,3,,,2,0,,.41144788
.69354254,47,3,4,1,2,0,1,.86547101
.203871,54,1,3,2,2,0,6,.51528209
.20104358,54,4,,,2,0,,.84676653
.46461987,50,2,,,2,0,,.9133423
.89338976,45,,3,2,2,0,3,.1706094
.038240179,60,,,,1,0,,.3606281
.13844115,54,,,,1,0,,.029099185
.51898241,62,,4,,1,0,,.77767706
.69437152,58,,,,1,0,,.76460499
.53279144,64,3,,2,1,0,4,.076375797
.71871179,63,,,,1,0,,.28597867
.22196159,64,4,1,2,1,1,2,.0071676634
